refLocal;idVehiculo
1908429;57283
1917915;57336
1917925;57336
1919880;57346
1920458;57346
1927287;57389
1929747;57396
1930518;57398
1931013;57400
1931087;57401
1931590;57403
1933525;57409
1940506;57433
1950198;57476
1952671;57483
1953332;57485
1953333;57485
1705214;56360
1707194;56366
1707195;56366
1748039;56533
1748040;56533
1751594;56552
1751596;56552
1751810;56547
1751811;56547
1759631;56608
1759632;56608
1777533;56685
1777534;56685
1785823;56753
1785824;56753
1793029;56783
1809348;56851
1809349;56851
1834103;56973
1851033;57053
1877976;57171
1890005;57211
1897232;57237
1897509;57239
1911560;57291
1911800;57294
1912275;57296
1912277;57296
1928817;57392
1929068;57324
1929749;57396
1823116;56922
1823117;56922
1824119;56929
1826202;56919
1826209;56919
1826474;56949
1826720;56948
1826721;56948
1827223;56951
1827224;56951
1827454;56952
1842930;57002
1843896;57009
1843897;57009
1844318;57009
1923304;57320
1952673;57483
1953335;57485
1954332;56767
1955083;57532
1955821;57533
1655010;56152
1663421;56185
1679708;56251
1701410;56344
1702484;56347
1702485;56347
1705213;56360
1708178;56371
1708179;56371
1713978;56396
1713979;56396
1718392;56414
1721682;56427
1725117;56442
1727860;56420
1744036;56518
1744037;56518
1744061;56525
1744062;56525
1745393;56521
1745394;56521
1746778;56530
1746821;56530
1774716;56661
1774717;56661
1776366;56670
1778441;56691
1778442;56691
1779256;56698
1779347;56696
1779348;56696
1779540;56697
1779541;56697
1779742;56698
1782624;56724
1785332;56752
1798660;56792
1798682;56793
1798701;56792
1801106;56802
1801107;56802
1805261;56831
1805262;56831
1805436;56834
1805437;56834
1806580;56840
1806754;56838
1806755;56838
1807616;56839
1808073;56846
1808074;56846
1812772;56864
1812773;56864
1813102;56868
1813103;56868
1813168;56862
1813169;56862
1813338;56863
1813776;56870
1813777;56870
1814052;56867
1814053;56867
1815101;56871
1815102;56871
1816221;56850
1816970;56878
1816971;56878
1817489;56880
1817490;56880
1817726;56881
1818127;56684
1818299;56684
1818665;56882
1818866;56882
1819595;56884
1820189;56888
1820190;56888
1824786;56904
1827456;56952
1827457;56952
1832088;56965
1832089;56965
1832826;56966
1832827;56966
1836127;56978
1837478;56984
1842224;57006
1842227;57006
1848311;57022
1848313;57022
1848314;57022
1851034;57053
1853660;57063
1853661;57063
1855102;57074
1855104;57074
1855105;57074
1855380;57075
1856184;57073
1857024;57076
1857025;57076
1857264;57077
1857265;57077
1858745;57094
1860248;57098
1860811;57102
1860812;57102
1861399;57105
1861400;57105
1861656;57107
1861657;57107
1861787;57108
1867625;57160
1867626;57160
1870319;57148
1870321;57148
1870322;57148
1872036;57140
1872037;57140
1875340;57157
1875342;57157
1875343;57157
1879165;56936
1879166;56936
1879270;56936
1879635;57183
1879873;57181
1879874;57181
1881072;57176
1881073;57176
1882290;57185
1882292;57185
1882293;57185
1883774;57191
1883776;57191
1883777;57191
1885349;57197
1885350;57197
1890204;57211
1890673;57212
1890675;57212
1891401;57213
1891403;57213
1891404;57213
1892189;57216
1892432;57217
1892433;57217
1894581;57226
1894582;57226
1894824;57227
1894825;57227
1897231;57237
1897510;57239
1898417;57242
1908431;57283
1910589;57290
1911080;57292
1911558;57291
1912771;57298
1917673;57336
1917674;57336
1919881;57346
1921705;57313
1931143;57401
1931916;57404
1932731;56972
1933722;57410
1940504;57433
1946686;-1332895756
1946688;-1147366108
1949447;57473
1950011;57476
1950012;57476
1955084;57532
1930521;57398
1931144;57401
1931930;57404
1946689;-1725849664
1955822;57533
1908432;57283
1910590;57290
1911081;57292
1911561;57291
1911801;57294
1915317;57309
1919882;57346
1923480;57320
1927255;57389
1929299;57396
1929964;57394
1932957;56972
1933355;57410
1940458;57433
1952506;57483
1954333;56767
1929611;57396
1932634;57407
1942934;57442
1924358;57357
669508;-1720677077
1952480;57483
1952585;57483
1952586;57483
1953236;57485
1953237;57485
1953238;57485
1954437;56767
1954438;56767
1954439;56767
1936025;57416
941828;-1506598527
977547;-1061265603
118507;-1933375556
302002;-1795165343
156097;49844
448995;50972
465316;-1436989634
476222;51106
477847;51112
480616;51121
495819;51176
498787;51189
525135;-1210799097
464267;-1372460563
468508;51070
720067;50077
362563;50672
585391;-1053745854
511874;-1908633246
615684;51631
516443;-1873996555
516444;-1390046275
537241;-1299808101
656038;51774
788643;52262
515773;50266
418614;-1114671732
731600;51115
433628;-1401581676
385750;50754
486721;-1362514818
947419;52883
465882;51056
480945;51122
362512;50672
523877;-1031147288
843941;51978
859253;-1877222873
469228;51075
601050;51583
464268;-1957699168
669504;51486
334054;50531
515738;-1056159727
670677;-1673654382
504564;51206
839157;52435
538402;51176
601118;51583
525098;51180
486730;-1807924681
198424;50006
275392;50326
511540;51172
511656;50677
681820;51879
746096;-1875894476
495726;51176
523881;50863
937775;52544
492474;-1987210466
965133;-1438183503
838879;51986
204678;50031
482671;51132
951799;-1351096835
958548;-1348046884
268459;-1990589941
460466;51035
938272;-1415275197
363244;50675
664797;51817
517696;-1966446320
760062;-1985917261
858127;-1836690665
806746;52324
496446;-1508952144
511557;50216
652253;51486
699874;51930
847330;52288
601117;51583
956755;-1058999633
956828;-1221398406
91860;49581
92606;49585
486713;-1897918070
899809;52487
920043;52560
924603;-1135179133
445737;50986
626529;51321
658108;-1494652398
669507;-1214234650
709628;-1904267821
851630;-1260120372
162025;-1523884188
488325;51147
501214;51197
525113;-1355648675
964599;-1816623473
542801;-1808635546
837744;52106
942082;52357
944787;-1538987357
98916;49604
710351;-1160999089
731002;51737
777757;-1097961091
498752;-1848904479
858130;52360
956655;-1757951431
435412;50949
480874;-1546092910
937969;52852
942074;-1274117482
858431;51774
634939;-1305547891
714216;-1824329767
412105;50863
552904;51385
720066;50077
449418;-1854418175
106631;-1781605231
511798;50841
681646;51878
463627;-1917841321
524533;51285
463633;-1316442528
608264;-1201778427
664798;51817
731592;-1867560077
831971;52416
937794;52264
942744;-1955303304
958074;-1049159080
429330;-1915230693
588791;-1664961483
969623;52513
460357;51035
545336;51081
852967;-1920912416
449536;-1264976153
517946;-1212249914
548826;-1318638589
788537;52261
203695;50028
277596;50328
542802;-1288596617
111225;-1563265774
388403;50763
106337;-1825910250
956660;-1197521212
138216;49768
421249;50903
511555;50216
829953;51847
458838;51028
630861;-1941217501
898995;52701
525900;50923
538820;50354
965538;-1343443064
106932;-1032964291
480870;49580
740814;52073
809970;52340
831681;52415
835225;52346
942743;-1518107000
947420;52883
954313;52108
955785;-1481338720
259097;50264
417015;-1238048122
565584;51442
944804;-1185863538
91717;49580
106960;-1203929596
623253;-1674190214
854726;52487
448472;50879
653814;51764
175885;-1188360197
416060;-1256868068
485680;-1521761785
965167;-1434210259
843948;51978
846718;-1469238391
964755;-1962549122
618790;51618
854791;52487
893789;-1083853558
895202;-1118370547
534050;-1052602743
544155;-1771197340
282642;50354
486711;-1323858459
495666;51176
524463;51285
730979;50025
775180;52214
917240;52077
853409;-1532639375
977546;-1990412671
111224;-1285954560
955547;52076
492472;-1764053237
511538;51172
513130;-1896642983
954229;-1366584907
107398;-1739822144
297324;-1527362962
449468;-1373862697
584922;-1227942917
655210;51770
862151;52294
955548;52076
422559;50909
357079;49972
365550;50684
622912;-1782781514
749257;-1937984469
750425;-1834619925
830016;-1556706754
854725;52487
908956;-1808054914
945421;-1600754816
965223;-1297964794
412229;50863
429383;-1925069431
429569;-1637907006
851627;-1139350530
346445;50613
671710;-1649573326
958553;-1193734270
965185;-1420721695
966345;-1614755425
746329;50563
938630;-1507044636
965204;-1133906780
358030;-1122482271
681933;51879
441210;50970
538605;51325
744214;52089
788698;52262
831905;52416
921886;52214
938271;-1793732637
417381;-1861802770
672473;-1035685032
678499;51859
682071;51880
697341;50082
565399;51442
586160;-1736351984
618575;-1093372560
661417;51799
106970;-1572499147
896129;52176
511887;-1277051781
788169;52260
826514;52283
334712;50547
433587;-1524518037
615686;51631
731054;50363
895079;-1378152766
908980;-1439694992
931261;-1158616947
943550;-1057600966
954140;-1087228403
965218;-1821673536
103084;49624
205097;50031
349920;50629
361465;50667
434670;50928
441899;50958
488513;-1102022303
509831;51225
528032;50737
672250;51770
681632;51878
750423;-1116927916
750474;-1736848972
762873;-1496953703
838483;52421
846574;52337
892455;51412
893790;-1783619927
898138;-1222770024
937787;-1400828651
941290;-1200145464
941599;-1021247264
942747;-1913718490
762862;-1239518508
106341;-1558025653
355737;50516
406600;50831
509488;-1074732723
511858;50841
634675;-1266068548
670445;-1430350864
684914;51296
813027;-1813254766
847893;51489
853135;-1639928697
954218;-1864395602
966098;-1921169601
140169;-1574904337
1099206;-1987562114
1120198;-1739210435
752439;52113
762171;-1762186640
893774;51953
954141;-1845852620
220635;50093
223519;50104
259095;50264
853484;-1228404062
106340;-1343572072
139359;49767
374647;50717
461678;51041
463647;-1544864884
511606;-1512077345
545545;51083
614673;-1310947402
615687;51631
650192;-1544121614
676235;-1602139245
680615;51872
710048;-1323210381
762366;-1123629454
762866;-1051804689
847363;-1919591294
896162;52176
922146;-1263715188
937786;-1896048143
945429;-1451089219
954219;-1613857696
434558;50910
463147;-1455781271
538812;-1850368644
908978;52213
103934;49628
634944;-1985546944
942748;-1345045310
140471;49774
358048;-1190016742
375450;50694
388138;50762
398751;50776
485678;-1826105122
518984;51262
527299;51296
853316;-1744279770
455044;51017
309042;50462
1265830;-1137737004
429475;-1052582480
447913;50982
449432;49716
460961;51038
491581;51153
492479;-1399324866
499351;51190
511639;-1411314164
680616;51872
767382;52179
787637;52257
829924;-1923601089
858083;-1030162211
917560;52465
924976;-1348989231
977291;-1726979761
106959;-1908091756
464387;-1761683075
612741;51622
788172;52260
967668;-1504425303
496199;-1581617119
512133;50801
760919;-1377572524
854792;52487
858084;-1466427526
897065;-1814320851
897068;52649
106338;-1331560733
170647;-1875887509
440595;-1539805533
553345;51386
563659;51432
593318;51545
665166;51819
747212;-1897733268
839400;52436
910669;52743
942749;-1729021446
955532;50516
958234;-1884401466
897070;52649
687371;51802
853046;-1911490448
855995;52495
938656;-1872745665
855952;52495
961326;52087
1508965;55596
1380583;55144
1364182;55034
1349181;55013
1353536;55069
516121;-1103545515
509517;50808
517950;-1718949323
1503899;55578
1457555;55405
1353603;55069
1099205;-1606807540
1370649;55064
476101;51104
1508999;55596
1245366;53382
527464;50723
1374434;55131
1502945;55578
1502777;55578
1486265;53774
1239214;52734
1411364;55283
1196203;-1548378684
1359474;-1720838842
1309248;54306
1144908;53071
1137182;-1536510110
1372887;55002
1274904;54597
1262029;54215
1110018;-1550779874
1227995;54001
728173;-1207550351
1438485;55388
1048419;-1566344319
1285216;52741
1299838;54687
1341956;54939
1363719;55084
1366697;55094
1142711;-1603872876
1298802;54703
1286446;53483
1364245;55034
1254096;52870
1170642;-1847501094
1039691;53267
1119399;53006
1067425;53443
1178936;54142
1502813;55578
492486;-1205145487
1144186;-1177510006
534013;50103
1457567;55405
1114239;52354
1364244;55034
1214609;-1896540742
1106058;52596
1147017;-1971903334
1287352;53483
868520;52260
1309251;54306
1304971;54756
1366424;54988
1258972;54097
1503868;55578
1077772;-1488534299
1098490;-1392407872
1225833;54142
1457785;55405
1502943;55578
1460477;55316
1017283;-1209980456
1502804;55578
1114161;-1080938539
1387775;55192
1197957;-1818151415
1098494;52832
1170636;-1017390730
1268572;53472
1341977;55004
1349194;55013
1224230;54377
966515;-1183761557
700092;51931
1486148;52958
1110281;53708
1290849;54690
1491989;55225
1167085;53990
1229897;52862
1007184;-1709276793
1146226;52095
1104286;-1016199556
1229898;52862
1240642;-1511615390
1143132;51751
1155580;-1094894680
1380475;55031
1229887;54376
1355759;54902
1451801;55130
834993;52346
1344886;54777
1344887;54777
1232349;-1309676717
1031837;-1210392701
1249775;54294
1360941;54904
1261284;54014
1341322;54991
1374532;55131
1288904;54644
866172;52529
996255;-1673438675
1274379;54227
1333146;54884
1165097;-1521005903
998118;52575
1162521;54090
509485;51180
1104016;-1202770440
1201491;54253
788508;52261
1357046;54779
1098489;-1642057607
998641;52575
1108627;53700
1456219;-1439182880
1120217;52714
1333145;54884
1406178;55261
1502942;55578
731140;-1278051893
1320568;54841
1156557;-1656084827
1266093;54497
1309250;54306
1509066;55596
630859;-1954743657
711727;51166
1203501;-1065872153
1366687;55094
1458985;52825
1498240;53833
1184992;-1924595339
1391258;54905
996340;52491
1249776;54294
1181182;54158
1502933;55578
1012039;-1939685375
1147015;51931
224570;50110
1508900;55596
463609;-1953025421
1168158;-1751082840
1098498;51869
1156355;-1780289355
1349182;55013
1276007;54642
1235762;53811
1137346;-1342716223
996724;52835
1181430;-1894432285
1299816;53502
112982;-1375413459
303701;50436
1021842;-1676398623
1098204;52598
997234;-1253670084
999007;-1058518651
1485657;55506
681831;51879
996344;52491
1404141;-1292622608
1157939;-1873355397
1147018;-1787268173
1107967;-1621629384
1119144;52783
1256617;54253
1005477;-1280300712
1038375;53262
367732;50672
1181224;54085
1505878;55475
1509052;55596
978088;53002
1188164;-1519707797
1484693;53257
534079;-1103927734
982104;-1730176696
996728;-1363263864
1261264;54015
996457;52609
1011959;-1101517919
1486218;55507
1274637;-1306532962
814648;-1287739427
1394954;55109
1429260;55368
1214608;-1428523531
1338870;54891
1486074;55504
1119637;53444
1284881;54683
1005247;-1093782705
1153296;-1794419849
922437;52782
1179519;53798
1181286;54063
1381591;55150
506589;-1983986765
1258896;-1864215154
1309323;52554
1370024;55031
1064463;-1323550085
1137782;52462
1167241;53990
1344881;54777
938546;-1218133803
1366427;54988
1175467;-1391787022
1387454;55194
1106072;-1523686707
1309020;54768
1320629;54841
1137808;52291
1156321;-1089557874
1226447;-1524102450
927638;52806
998636;52575
449472;-1082220492
1301544;53274
1307640;54765
1411500;55283
1015979;53147
1141510;-1854455055
1119937;-1283296259
1275987;54642
1331161;54203
1341417;54982
1283268;54675
1321706;54850
1337852;54993
1360991;55099
1394938;55109
1451822;55130
1341407;54982
1157938;-1997371756
1180366;-1810950181
1305418;-1562666937
1361071;55062
1370427;55107
429373;-1237941999
1288903;54644
1303598;54756
1333696;54888
1375880;55093
788509;52261
1318977;54843
1258351;54544
1378909;55098
1005734;53064
1315505;53882
1021499;-1877521227
1062190;52906
1094612;-1515555262
1114240;52354
1141365;-1096963076
1165380;-1710178693
1169638;-1228878381
1283543;-1221004518
1353787;54899
1180346;54150
1310022;54775
1486267;-1841849231
1508995;55596
1301556;53274
1349225;54958
1031744;-1098639154
1279442;-1246469279
1012268;-1227884779
1318675;54837
534769;-1919180875
731348;50992
947698;52884
1005733;53064
1141349;53423
1154339;-1714424589
1289829;54689
1306472;-1954624779
459526;51031
1100759;53660
1229896;52862
1502844;55578
1099035;-1278423152
1248650;54345
1347442;-1771826880
1372879;55002
1486219;55507
1503898;55578
1104288;-1519931986
1317905;-1270445689
1341540;54203
1180345;54150
1272335;54554
1457568;55405
1484727;-1143847911
1218743;53172
1309703;54306
517949;-1656356645
1355756;55022
1370326;55026
1146222;52095
1504718;55603
411154;50859
1131921;-1790922233
1137982;-1078842486
1229895;52862
1156080;-1586105495
1331160;54203
1387774;55192
1093645;-1038032707
1141422;-1895523966
761141;52150
1349208;55013
1498162;-1051938854
1137847;-1178434396
1045117;52420
1087034;-1433019556
1087489;53567
1094462;-1953987125
1096748;-1232356214
1185406;54082
1220287;54014
1229899;52978
1256616;54253
1343336;55003
1366685;55094
1370127;-1515629217
1406177;55261
1001033;53069
1508899;55596
1247765;54331
1366694;55094
1111126;-1443764172
1131869;53550
1349539;55018
1371798;55130
1370173;55089
1137356;52497
1137783;52462
1105962;-1868761786
1142820;-1296444091
1159074;-1129854748
1321708;54850
1341410;54982
1351629;55025
1290325;54038
1502358;55600
515765;-1049062468
731020;50604
1095160;-1922195255
1137862;-1464987336
1146221;-1491231209
1211735;54283
1287578;54664
1356522;55065
1365334;55078
1498237;53833
282301;50353
1285952;-1947347102
1339146;54896
1141441;-1775514437
1180348;52788
1196588;54308
1509113;55596
1109221;-1305338109
1342864;-1764095545
1479181;55474
993681;-1448571960
1107085;52483
1141696;53208
1144189;-1325472635
1303361;-1358660905
1833344;56970
1833389;56970
1833390;56970
1833561;56970
1141242;-1806718902
1276263;53163
996343;52491
1134961;53814
1143776;52426
1833564;56970
1305383;-1139263819
1402780;-1912334935
1087174;-1914530292
1144421;53540
1160632;53915
1308190;54364
1304967;-1947669875
1374488;55131
1286878;53483
1254367;-1545750688
908586;52738
1141379;52827
1143273;-1029231402
1174846;-1282089899
1341993;55004
1365057;55105
1367497;55022
1456220;-1842188399
1188376;-1933570372
1833562;56970
1833565;56970
1371850;55002
1104287;-1879157122
1079288;53507
747839;-1975489862
957056;52921
1833372;56970
1307584;54765
1369870;55106
1308221;54763
1184768;-1286263792
1197956;-1334692806
1137996;-1865085103
1309201;-1635488224
1309298;54704
493479;51153
1164315;-1204279821
1119950;-1475260246
1340146;-1733749941
1372130;55002
1298824;54740
1317346;54834
1356483;55065
1370429;55107
865340;52528
1134316;53810
1331452;54203
810675;52343
1221802;-1208770628
1458984;52825
1306744;54444
1448611;55130
1502778;55578
1371100;55101
1141409;52497
1186556;-1067339868
1256120;-1501134874
1264047;54215
1331459;54241
1498239;53833
1215155;54282
650583;51751
921931;52732
1131367;-1233715454
1183957;-1377058661
1215976;-1551412069
1143592;53900
1276265;53163
1339142;54896
1473010;55459
1161829;54051
1131910;53567
1341278;54987
1356523;55065
1300936;51790
1307514;54553
1206765;54294
1474868;53833
1000101;53064
1105112;52217
1123864;53765
1150344;-1348558394
1175366;-1351870976
1188163;-1798368733
1309042;-1318618702
1345628;55006
1114249;52354
1131895;52925
1186837;-1022453670
1262218;54583
1343599;54777
1147574;-1811679934
1170639;-1317191573
1205204;-1601246306
1260801;54545
1304974;54756
1068698;53269
1144408;-1254693643
997822;51797
1047370;-1587503190
1370641;55064
1144440;51722
1165682;-1465516632
1229889;52862
1318155;-1617777634
1331462;54846
1387767;55192
1456060;55410
1300873;54739
1037326;53257
1119952;-1979597866
1173042;-1873963729
1374533;55131
598506;-1969701117
1381590;55150
700091;51931
1021843;-1261663754
1137204;-1856409417
1170852;-1227784108
1291102;-1535390006
1349537;55018
815178;52357
1094429;-1300874562
1143131;51751
1034531;-1742386787
1340049;54994
1367508;55022
1502359;55600
1108508;-1120430219
1146214;52095
1094469;-1525470799
1473019;55459
1491120;55474
1293116;54687
1457577;55405
681847;51879
789284;52264
999622;52895
1021641;52300
1137784;52462
1309203;-1465747002
1314121;54793
1347469;-1197381855
1380508;55031
1398053;53289
1175469;-1613065817
1299324;-1329525187
1033852;-1229837728
525771;50525
1100758;53660
1175356;-1481271324
1274636;-1804368045
1276262;53163
1136659;-1233626585
810680;52343
926508;52801
978087;53002
1003575;-1527963673
1087171;-1489121821
1309295;-1528191568
1325130;54563
1370177;55083
1486266;53774
1304965;-1050210853
1355742;55022
1141410;52497
1318674;54837
1498238;53833
1137958;53265
1141285;-1279242137
1185697;54166
1307642;-1597589196
1326164;54191
534075;-1810523593
399130;50777
1005254;-1139724919
1144762;-1550232797
999623;52895
1341283;54987
1164314;-1516981961
1370111;55109
1064464;-1153069250
1147573;-1862536178
1280713;54643
1307570;-1525488872
1365887;-1893964826
1451802;55130
1451825;55130
1486150;54034
1105095;52627
1168580;-1494350751
1012055;53076
1031791;-1057749668
1146211;-1478336140
1154960;51166
1297163;54238
1298799;54130
1374437;55131
978944;-1731567814
1087952;-1582349409
1404841;55268
681461;51876
1172553;-1595042101
1500997;55453
1183956;-1553428330
1185633;-1425863137
1253059;53264
408243;50844
872323;52554
1021860;51938
1114162;-1516307404
1120219;52714
1138004;-1316053661
1179764;53876
1311360;52590
1355736;54202
1464865;-1943117551
1123670;53765
634240;-1994687458
1011529;-1678893180
1509049;55596
839532;52436
1096749;-1603432666
1169304;-1091577248
1317270;54833
1341289;54987
1365056;55105
1451807;55130
1303597;54756
410816;50858
1349533;55025
990236;52981
1077293;53502
1092616;52012
1106034;-1444869578
1154536;-1613743375
1156313;-1593010681
1229479;-1766062636
1363827;54735
1365335;55078
1259048;54545
1146335;-1364322836
1304944;-1715059542
1305100;54739
1352212;55022
1347465;-1465876271
1280720;54004
273621;-1005370784
1152197;53836
1326163;54191
1156188;-1529821151
1162399;53911
1229444;-1193123126
1254101;54466
1306205;54757
1340330;54992
1353680;55069
1370170;55092
1307832;54758
1452964;55130
1340046;54994
1461258;54927
1265040;-1486834244
1307516;54553
1309273;54772
1395993;54967
981995;53017
1459926;55405
1104284;-1160777279
1155161;53135
1156354;-1299015310
1283247;54676
1305099;54739
719552;51999
1303356;-1821062262
1324610;-1138604335
1370428;55107
1383941;55149
1388508;55193
1402779;-1168547736
1504711;-1410939466
667386;51687
1021343;53174
1150033;53726
1306220;54444
1317269;54833
1370022;55107
1455879;55410
1486305;-1924553119
1368258;53158
1431487;55316
1960136;57512
1184969;-1860526616
1349180;55013
1168598;-1446604609
1172372;53773
1266103;54497
1960056;57512
611486;51620
1049239;53296
1076675;-1740417399
1114248;52354
1141292;-1896310151
1188374;-1630133875
1206763;54294
1960125;57512
1309299;54704
1331546;54592
97728;49611
1032558;-1075382306
1181181;54158
1229886;54376
1276264;53163
1299820;-1498262369
1317118;54833
1388010;55190
1153102;-1005650063
1306999;-1784790473
1005153;52979
1032480;-1995156856
1129858;52462
1137183;-1923375652
1137779;-1861658014
1137809;52291
1167945;-1501050810
1309048;-1202296579
1360997;55099
685645;51296
1092617;52012
1094435;-1460459091
1098198;52598
1103259;-1871668579
1109222;-1609488393
1215761;54386
1341441;54191
1366803;54584
1451819;55130
1502944;55578
1301447;54739
1307548;-1198911105
1340237;54992
1347470;-1990456974
1458361;55397
1103258;-1883119308
1127805;53386
1141418;-1463716166
1162603;-1938009595
1331463;54846
1012271;-1487944959
1960041;57512
1455856;55410
1460478;55316
1525203;55582
1336516;52065
652252;-1654752690
1540692;55555
1438618;55388
1438596;55388
1438597;55388
1438598;55388
1549902;-1405032689
1399194;55104
1399205;55104
1552187;55179
456607;-1096365809
1553480;55146
1332116;54320
860174;51836
476133;51104
763941;52163
1558856;55755
1562337;55755
1562338;55755
1562571;55753
1562680;55753
958655;52621
958598;52621
886655;52621
958623;52621
958628;52621
958629;52621
958667;52621
958686;52621
1563126;52621
1563132;52621
1563134;52621
1564556;-1802707680
1564965;55564
1565306;-1729204351
1565850;55730
1565876;55730
1565908;55730
1567478;55832
1566207;55729
1566264;55729
1567468;55832
1567480;55832
1567513;55832
1568126;-1612279880
1571488;55864
1960074;57512
1570626;55753
1571670;55864
1571572;55864
1571577;55864
1571579;55864
1571585;55864
1571587;55864
1571638;55864
1573387;-1360811789
1571578;55864
1574764;55872
1571519;55864
1575720;55869
1581983;55852
1575750;55869
1581984;55852
1582026;55852
1582027;55852
1605151;55905
1605152;55905
1599798;55905
1605182;55932
1599738;55905
1599750;55905
1599799;55905
1609648;52621
1609652;52621
1609654;52621
1609674;52621
1609675;52621
1609677;52621
1609680;52621
1609685;52621
1609690;52621
1610190;52621
1610197;52621
1580019;55858
1579964;55858
1580098;55858
1581445;55784
1588205;55799
1581388;55784
1581389;55784
1581390;55784
1581494;55784
1581506;55784
1581515;55784
1588291;55799
1593574;55761
1592550;55776
1589464;55763
1589395;55763
1589549;55763
1589569;55763
1627205;56026
1622645;56004
1622488;56004
1632049;56022
1623071;56006
1590710;55742
1625342;56016
1590647;55742
1649054;56125
1590791;55742
1590846;55741
1590670;55742
1590694;55742
1590635;55742
1590669;55742
1590917;55741
1595463;55746
1595562;55746
1595601;55746
1595605;55746
1626593;56023
1626755;56023
1578801;55791
1603549;55915
1616066;55976
1578802;55791
1578858;55791
1616086;55976
1623208;56007
1649170;56125
1623319;56007
1603593;55915
1603636;55915
1618450;55989
1618428;55988
1618628;55989
1618685;55989
1615347;55973
1615314;55973
1615437;55973
1615526;55973
1615538;55973
1614170;55968
1614364;55968
1614134;55968
1614135;55968
1614355;55968
1621134;55998
1621159;55998
1652977;56142
1652993;56142
1652994;56142
1653174;56142
1653179;56142
1653361;56143
1653362;56143
1639465;56091
1639655;56091
1653579;56145
1640541;56107
1640645;56107
1640646;56107
1640648;56107
1640657;56107
1640723;56080
1640956;56080
1640957;56080
1640816;56080
1641093;56109
1642622;56079
1642738;56079
1642739;56079
1642685;56079
1642780;56079
1642790;56079
1643171;56117
1643514;56116
1643552;56116
1643555;56116
1643748;56116
1643556;56116
1644073;56101
1644018;56101
1644076;56101
1653119;56142
1645125;56081
1645213;56081
1645216;56081
1645217;56081
1645381;56089
1645403;56089
1645315;56089
1645316;56089
1645318;56089
1646465;56073
1646466;56073
1641931;56112
1641956;56112
1641994;56112
1641995;56112
1641997;56112
1641998;56112
1646328;56073
1594654;55751
1594703;55751
1647803;56087
1647805;56087
1648228;56088
1647944;56054
1647806;56087
1648240;56088
1647820;56054
1647893;56054
1648098;56088
1648120;56088
1648182;56088
1664742;55871
1619569;55992
1653649;56145
1664818;55954
1664823;55954
1666343;55954
1666369;53504
1668295;56197
1668296;56197
1668298;56197
1649192;56125
1649278;56125
1649281;56125
1649282;56125
1649826;56128
1653464;56143
1667212;-1305459464
1671519;56200
1668535;56198
1671521;56200
1671546;56200
1673891;56223
1673940;56223
1673949;56223
1673953;56223
1674057;56223
1674059;56223
1680889;56265
1681079;56265
1681120;56265
1681134;56266
1681183;56266
1681370;56266
1681856;56268
1681892;56268
1681893;56268
1682144;56269
1669443;56202
1674254;56224
1669353;56202
1669354;56202
1674086;56224
1674315;56224
1674316;56224
1682411;56271
1682487;56271
1682488;56271
1682490;56271
1682491;56271
1652477;56138
1652286;56138
1678204;56245
1678364;56245
1678393;56245
1683895;56277
1683897;56277
1683898;56277
1683899;56277
1683900;56277
1692796;56293
1687562;56293
1683767;56277
1683822;56277
1683908;56277
1684003;56277
1684004;56277
1684006;56277
1684007;56277
1687778;56293
1687779;56293
1690502;56306
1690521;56306
1690579;56306
1690708;56306
1692795;56293
1691781;56311
1692902;56317
1692995;56317
1679142;56249
1679182;56249
1679212;56249
1679280;56249
1679509;56251
1679862;56251
1689507;56302
1692449;56313
1692450;56313
1689521;56302
1689523;56302
1689554;56302
1689555;56302
1689556;56302
1690976;56308
1692213;56313
1692277;56313
1692278;56313
1692452;56313
1692453;56313
1688267;56295
1690983;56307
1691669;56310
1691698;56310
1691702;56310
1695416;56328
1687988;56294
1688024;56294
1688025;56294
1688031;56295
1688268;56295
1691219;56307
1691220;56307
1691222;56307
1691223;56307
1695348;56328
1695423;56328
1687785;56294
1689083;56300
1686100;56287
1686101;56287
1689044;56300
1689186;56300
1689187;56300
1675428;56231
1686191;56287
1689252;56300
1675303;56231
1675504;56231
1676644;56237
1677927;56244
1676514;56237
1676641;56237
1676643;56237
1677928;56244
1695844;56331
1683213;56274
1695845;56331
1683405;56274
1687286;56291
1687287;56291
1684540;56280
1684539;56280
1684748;56280
1684749;56280
1687284;56291
1670784;56209
1670803;56209
1670804;56209
1078429;53200
1268842;53159
1692467;56315
1692620;56315
1698839;56085
1697997;56336
1698932;56085
1672240;56214
1672245;56214
1672248;56214
1672376;56214
1679110;56248
1697450;56335
1697451;56335
1698755;56085
1698942;56085
1698097;56336
1700605;56341
1700114;56339
1697952;56336
1698185;56336
1700039;56339
1700040;56339
1700060;56339
1700063;56339
1700149;56339
1669811;56205
1669812;56205
1669815;56205
1670090;56206
1670212;56206
1670213;56206
1670215;56206
1700604;56341
1701678;56345
1733272;56474
1669732;56205
1701459;56345
1733429;56474
1647098;56077
1647143;56077
1647168;56077
1647269;56077
1669969;56205
1669970;56205
1675081;56230
1701456;56345
1701458;56345
1651019;56133
1651139;56133
1647186;56077
1674969;56229
1676918;56239
1676981;56239
1677012;56239
1677153;56239
1677103;56239
1677130;56239
1707269;56367
1702740;56348
1704465;56356
1710682;52621
1710683;52621
1702511;56348
1702688;56348
1702728;56348
1704358;56356
1704432;56356
1704433;56356
